Id,Title,StaringActorId,StaringActor,ActorAgeGapId,AgeGapDefinition,WriterId,Writer,Genres,GenreId,NumberOfVotes,Rating,Success
4937,2 Guns,12706,Denzel Washington,2,50s,1561825,Blake Masters,Action,15,177764,6.7,0
4938,Evil Dead,3738011,Jane Levy,5,20s,1923772,Fede Alvarez,Fantasy,13,143482,6.5,0
4939,Ghostbusters,538637,Melissa McCarthy,3,40s,1884037,Katie Dippold,Action,15,178864,5.3,0
4940,Teenage Mutant Ninja Turtles,1286394,Megan Fox,5,20s,49624,Josh Appelbaum,Action,15,189295,5.8,0
4941,Warrior,358028,Tom Hardy,4,30s,619752,Gavin O'Connor,Drama,1,393517,8.2,1
4942,The Watch,12378,Ben Stiller,3,40s,2974478,Jared Stern,Action,15,114032,5.7,0
4943,Pirates of the Caribbean: On Stranger Tides,12599,Johnny Depp,3,40s,244474,Ted Elliott,Action,15,435063,6.6,0
4944,Iron Man 3,12838,Robert Downey Jr.,3,40s,1670005,Drew Pearce,Action,15,657292,7.2,0
4945,Moneyball,12556,Brad Pitt,3,40s,13406,Steven Zaillian,Biography,17,318490,7.6,1
4946,The Lone Ranger,12599,Johnny Depp,3,40s,1427316,Justin Haythe,Action,15,204447,6.4,0
4947,Doctor Strange,1393517,Benedict Cumberbatch,4,30s,3100672,Jon Spaihts,Action,15,461692,7.5,1
4948,Escape Plan,12693,Sylvester Stallone,1,+60s,2084376,Miles Chapman,Action,15,206235,6.7,0
4949,Lawless,358028,Tom Hardy,4,30s,143268,Nick Cave,Crime,14,209749,7.3,1
4950,The World's End,653264,Simon Pegg,3,40s,653264,Simon Pegg,Action,15,225242,7.0,0
4951,Cars 2,17598,Owen Wilson,3,40s,17161,John Lasseter,Adventure,10,130638,6.2,0
4952,Brave,506139,Kelly Macdonald,4,30s,163416,Brenda Chapman,Adventure,10,325116,7.1,0
4953,Battle Los Angeles,11777,Aaron Eckhart,3,40s,73618,Christopher Bertolini,Action,15,165068,5.8,0
4954,Castle,266616,Nathan Fillion,4,30s,624090,Barry O'Brien,Comedy,3,130440,8.2,1
4955,Limitless,188089,Bradley Cooper,4,30s,210531,Leslie Dixon,Mystery,8,479030,7.4,1
4956,Ghost in the Shell,420558,Scarlett Johansson,4,30s,760624,Shirow Masamune,Action,15,164916,6.4,0
4957,Resident Evil: Afterlife,12633,Milla Jovovich,4,30s,44405,Paul W.S. Anderson,Action,15,150038,5.9,0
4958,Yip Man,889426,Donnie Yen,3,40s,2786169,Edmond Wong,Action,15,192616,8.0,1
4959,Get Him to the Greek,1832376,Jonah Hill,5,20s,780846,Nicholas Stoller,Adventure,10,159178,6.4,0
4960,Iron Man 2,12838,Robert Downey Jr.,3,40s,821039,Justin Theroux,Action,15,621985,7.0,0
4961,Let Me In,2310390,Kodi Smit-McPhee,6,teenager,479646,John Ajvide Lindqvist,Drama,1,104795,7.1,0
4962,Mission: Impossible - Ghost Protocol,12592,Tom Cruise,3,40s,305010,Bruce Geller,Action,15,416408,7.4,1
4963,Anchorman 2: The Legend Continues,13604,Will Ferrell,3,40s,13604,Will Ferrell,Comedy,3,151538,6.3,0
4964,Due Date,12838,Robert Downey Jr.,3,40s,174832,Alan R. Cohen,Adventure,10,298242,6.6,0
4965,Hot Tub Time Machine,12594,John Cusack,3,40s,371231,Josh Heald,Comedy,3,151368,6.4,0
4966,21 Jump Street,1832376,Jonah Hill,5,20s,52725,Michael Bacall,Action,15,465979,7.2,0
4967,The Men Who Stare at Goats,12654,Ewan McGregor,4,30s,718151,Jon Ronson,Comedy,3,119567,6.2,0
4968,RoboCop,1356604,Joel Kinnaman,4,30s,558726,Michael Miner,Action,15,201889,6.2,0
4969,Lie to Me,13082,Tim Roth,3,40s,1507259,Samuel Baum,Crime,14,100936,8.0,1
4970,We Need to Talk About Kevin,800198,Tilda Swinton,2,50s,684951,Lynne Ramsay,Drama,1,119212,7.5,1
4971,Kung Fu Panda 2,99526,Jack Black,3,40s,15950,Jonathan Aibel,Action,15,219060,7.2,0
4972,The Adjustment Bureau,12817,Matt Damon,3,40s,1260024,George Nolfi,Romance,4,222876,7.1,0
4973,The Other Guys,13604,Will Ferrell,3,40s,559048,Adam McKay,Action,15,215610,6.7,0
4974,Suicide Squad,12689,Will Smith,3,40s,55585,David Ayer,Action,15,503971,6.1,0
4975,Total Recall,268626,Colin Farrell,4,30s,900578,Kurt Wimmer,Action,15,224202,6.3,0
4976,We Bought a Zoo,12817,Matt Damon,3,40s,116049,Aline Brosh McKenna,Comedy,3,124243,7.1,0
4977,In the Heart of the Sea,1350305,Chris Hemsworth,4,30s,471877,Charles Leavitt,Action,15,104873,6.9,0
4978,The Hunger Games,2163950,Jennifer Lawrence,5,20s,14188,Gary Ross,Adventure,10,779541,7.2,0
4979,Mad Max: Fury Road,358028,Tom Hardy,4,30s,18760,George Miller,Action,15,746995,8.1,1
4980,Prisoners,410842,Hugh Jackman,3,40s,3324558,Aaron Guzikowski,Crime,14,504798,8.1,1
4981,47 Ronin,12669,Keanu Reeves,3,40s,582023,Chris Morgan,Action,15,132314,6.3,0
4982,Terminator Genisys,12679,Arnold Schwarzenegger,1,+60s,427861,Laeta Kalogridis,Action,15,227293,6.4,0
4983,Tinker Tailor Soldier Spy,12661,Gary Oldman,2,50s,2193613,Bridget O'Connor,Drama,1,171136,7.1,0
4984,The Great Gatsby,12601,Leonardo DiCaprio,4,30s,511525,Baz Luhrmann,Drama,1,420268,7.3,1
4985,Dredd,851823,Karl Urban,4,30s,864110,John Wagner,Action,15,229937,7.1,0
4986,The Dark Knight Rises,12751,Christian Bale,4,30s,618724,Jonathan Nolan,Action,15,1343725,8.4,1
4987,Jack the Giant Slayer,375205,Nicholas Hoult,5,20s,483588,Darren Lemke,Adventure,10,120068,6.3,0
4988,If I Stay,1761935,ChloÃ« Grace Moretz,6,teenager,193890,Shauna Cross,Drama,1,103938,6.8,0
4989,Passengers,2163950,Jennifer Lawrence,5,20s,3100672,Jon Spaihts,Drama,1,291228,7.0,0
4990,Black Mass,12599,Johnny Depp,2,50s,3244347,Mark Mallouk,Biography,17,151863,6.9,0
4991,White Collar,88291,Matt Bomer,4,30s,3102664,Jessica Grasl,Comedy,3,107490,8.3,1
4992,Tomb Raider,2592937,Alicia Vikander,5,20s,3917688,Geneva Robertson-Dworet,Action,15,139619,6.4,0
4993,It,774223,Bill SkarsgÃ¥rd,5,20s,1443675,Chase Palmer,Horror,18,321747,7.4,1
4994,Taken 2,13016,Liam Neeson,2,50s,12571,Luc Besson,Action,15,267110,6.3,0
4995,Straight Outta Compton,6114219,O'Shea Jackson Jr.,5,20s,6217490,Jonathan Herman,Biography,17,160541,7.9,1
4996,Transformers: Dark of the Moon,456895,Shia LaBeouf,5,20s,461911,Ehren Kruger,Action,15,358834,6.3,0
4997,Winter's Bone,2163950,Jennifer Lawrence,6,teenager,336950,Debra Granik,Drama,1,124731,7.2,0
4998,Unknown,13016,Liam Neeson,2,50s,117808,Oliver Butcher,Action,15,230816,6.9,0
4999,True Grit,12776,Jeff Bridges,1,+60s,11658,Joel Coen,Adventure,10,275357,7.6,1
5000,Remember Me,1660523,Robert Pattinson,5,20s,3338247,Will Fetters,Drama,1,126885,7.1,0
5001,Fantastic Four,2008256,Miles Teller,5,20s,2914416,Jeremy Slater,Action,15,136291,4.3,0
5002,The King's Speech,12610,Colin Firth,3,40s,753626,David Seidler,Biography,17,577406,8.0,1
5003,El secreto de sus ojos,203562,Ricardo DarÃ­n,2,50s,3129250,Eduardo Sacheri,Drama,1,166799,8.2,1
5004,50/50,327791,Joseph Gordon-Levitt,5,20s,1727728,Will Reiser,Comedy,3,295904,7.7,1
5005,Seeking a Friend for the End of the World,148692,Steve Carell,3,40s,1241734,Lorene Scafaria,Adventure,10,100305,6.7,0
5006,Devil,569387,Chris Messina,4,30s,599655,Brian Nelson,Horror,18,119515,6.2,0
5007,Rise of the Planet of the Apes,270910,James Franco,4,30s,402911,Rick Jaffa,Action,15,463428,7.6,1
5008,The Expendables,12693,Sylvester Stallone,1,+60s,1823729,Dave Callaham,Action,15,301495,6.5,0
5009,Gangster Squad,13039,Sean Penn,2,50s,3235045,Will Beall,Action,15,192065,6.7,0
5010,Despicable Me,148692,Steve Carell,3,40s,644870,Cinco Paul,Animation,11,449512,7.7,1
5011,The Twilight Saga: Breaking Dawn - Part 1,797792,Kristen Stewart,5,20s,713656,Melissa Rosenberg,Adventure,10,202983,4.9,0
5012,The Twilight Saga: Eclipse,797792,Kristen Stewart,6,teenager,713656,Melissa Rosenberg,Adventure,10,206004,5.0,0
5013,The Butler,12449,Forest Whitaker,2,50s,807493,Danny Strong,Biography,17,100331,7.2,0
5014,Glee,562297,Lea Michele,5,20s,111946,Ian Brennan,Comedy,3,123795,6.7,0
5015,Never Let Me Go,456074,Keira Knightley,5,20s,399470,Kazuo Ishiguro,Drama,1,127551,7.2,0
5016,Sherlock Holmes: A Game of Shadows,12838,Robert Downey Jr.,3,40s,1917877,Michele Mulroney,Action,15,384521,7.5,1
5017,The Host,1663711,Saoirse Ronan,6,teenager,613719,Andrew Niccol,Action,15,103551,5.9,0
5018,A Star Is Born,2989487,Lady Gaga,4,30s,722787,Eric Roth,Drama,1,107460,8.2,1
5019,Rise of the Guardians,410842,Hugh Jackman,3,40s,1984730,David Lindsay-Abaire,Adventure,10,141199,7.3,1
5020,Prometheus,611973,Noomi Rapace,4,30s,3100672,Jon Spaihts,Adventure,10,527912,7.0,0
5021,Killer Elite,17494,Jason Statham,3,40s,3807973,Matt Sherring,Action,15,115630,6.5,0
5022,Monsters University,12808,Billy Crystal,1,+60s,720252,Dan Scanlon,Adventure,10,281269,7.3,1
5023,The Help,1459628,Emma Stone,5,20s,794631,Tate Taylor,Drama,1,381182,8.1,1
5024,Gravity,12576,Sandra Bullock,3,40s,191171,Alfonso CuarÃ³n,Drama,1,684102,7.7,1
5025,The Conjuring,885211,Patrick Wilson,4,30s,355163,Chad Hayes,Horror,18,378720,7.5,1
5026,The Next Three Days,12591,Russell Crowe,3,40s,337900,Paul Haggis,Action,15,163543,7.4,1
5027,Buried,17387,Ryan Reynolds,4,30s,2225303,Chris Sparling,Drama,1,135933,7.0,0
5028,I Am Number Four,1773931,Alex Pettyfer,5,20s,324948,Alfred Gough,Action,15,213903,6.1,0
5029,Tucker and Dale vs Evil,456946,Tyler Labine,4,30s,187432,Eli Craig,Comedy,3,150062,7.6,1
5030,Baywatch,416932,Dwayne Johnson,3,40s,85714,Michael Berk,Action,15,122997,5.6,0
5031,Sherlock,1393517,Benedict Cumberbatch,4,30s,312220,Mark Gatiss,Crime,14,670809,9.2,1
5032,Bridesmaids,1504893,Kristen Wiig,4,30s,1504893,Kristen Wiig,Comedy,3,244376,6.8,0
5033,Oblivion,12592,Tom Cruise,2,50s,2307717,Karl Gajdusek,Action,15,441735,7.0,0
5034,The Walking Dead,482215,Andrew Lincoln,4,30s,3012888,Robert Kirkman,Drama,1,761354,8.4,1
5035,Savages,1296363,Aaron Taylor-Johnson,5,20s,18761,Shane Salerno,Crime,14,113420,6.5,0
5036,Margin Call,675142,Zachary Quinto,4,30s,1366389,J.C. Chandor,Drama,1,104821,7.1,0
5037,J. Edgar,12601,Leonardo DiCaprio,4,30s,99471,Dustin Lance Black,Biography,17,113944,6.6,0
5038,Jupiter Ascending,1621441,Channing Tatum,4,30s,865595,Lilly Wachowski,Action,15,162521,5.3,0
5039,Oz the Great and Powerful,270910,James Franco,4,30s,424149,Mitchell Kapner,Adventure,10,189571,6.3,0
5040,Independence Day: Resurgence,2956668,Liam Hemsworth,5,20s,1467607,Nicolas Wright,Action,15,150150,5.2,0
5041,Edge of Tomorrow,12592,Tom Cruise,2,50s,20390,Christopher McQuarrie,Action,15,527683,7.9,1
5042,Suits,497677,Gabriel Macht,4,30s,460599,Aaron Korsh,Comedy,3,313937,8.6,1
5043,Friends with Benefits,17146,Mila Kunis,5,20s,2161723,David A. Newman,Comedy,3,309297,6.6,0
5044,The Vampire Diaries,2465235,Nina Dobrev,6,teenager,663851,Julie Plec,Drama,1,255784,7.7,1
5045,Star Trek: Into Darkness,1665481,Chris Pine,4,30s,622618,Roberto Orci,Action,15,439236,7.7,1
5046,Men in Black 3,12689,Will Smith,3,40s,934810,Etan Cohen,Action,15,299312,6.8,0
5047,No Strings Attached,12667,Natalie Portman,5,20s,2158857,Elizabeth Meriwether,Comedy,3,192625,6.2,0
5048,Riddick,16911,Vin Diesel,3,40s,839744,David Twohy,Action,15,141639,6.4,0
5049,The Hangover Part II,188089,Bradley Cooper,4,30s,535878,Craig Mazin,Comedy,3,422178,6.5,0
5050,Predators,16815,Adrien Brody,4,30s,495718,Alex Litvak,Action,15,194663,6.4,0
5051,Hansel & Gretel: Witch Hunters,688641,Jeremy Renner,3,40s,2518703,Tommy Wirkola,Action,15,179060,6.1,0
5052,The Wolverine,410842,Hugh Jackman,3,40s,88263,Mark Bomback,Action,15,388221,6.7,0
5053,Deadpool,17387,Ryan Reynolds,4,30s,1050679,Rhett Reese,Action,15,778185,8.0,1
5054,Rio,257728,Jesse Eisenberg,5,20s,727337,Carlos Saldanha,Adventure,10,186889,6.9,0
5055,Community,548190,Joel McHale,4,30s,1539494,Dan Harmon,Comedy,3,169318,8.5,1
5056,Battleship,20138,Alexander SkarsgÃ¥rd,4,30s,386567,Jon Hoeber,Action,15,222213,5.8,0
5057,Under the Skin,420558,Scarlett Johansson,5,20s,4032283,Walter Campbell,Drama,1,108871,6.3,0
5058,Modern Family,602573,Ed O'Neill,1,+60s,487151,Steven Levitan,Comedy,3,300134,8.4,1
5059,Spartacus: Blood and Sand,1933319,Andy Whitfield,4,30s,222762,Steven S. DeKnight,Action,15,199528,8.5,1
5060,The Master,12913,Philip Seymour Hoffman,3,40s,13222,Paul Thomas Anderson,Drama,1,126507,7.1,0
5061,One Day,18720,Anne Hathaway,5,20s,380723,David Nicholls,Drama,1,124476,7.0,0
5062,Just Go with It,11795,Adam Sandler,3,40s,1744225,Allan Loeb,Comedy,3,195689,6.4,0
5063,Teen Wolf,673545,Tyler Posey,6,teenager,2347955,Ned Vizzini,Action,15,112365,7.7,1
5064,Man on a Ledge,898888,Sam Worthington,4,30s,277104,Pablo F. Fenjves,Action,15,135663,6.6,0
5065,The Girl with the Dragon Tattoo,187404,Daniel Craig,3,40s,13406,Steven Zaillian,Crime,14,378322,7.8,1
5066,War Horse,3468759,Jeremy Irvine,5,20s,340863,Lee Hall,Drama,1,133008,7.2,0
5067,"Crazy, Stupid, Love.",148692,Steve Carell,3,40s,1702894,Dan Fogelman,Comedy,3,427308,7.4,1
5068,Pretty Little Liars,84029,Troian Bellisario,5,20s,438220,I. Marlene King,Drama,1,138722,7.5,1
5069,G.I. Joe: Retaliation,416932,Dwayne Johnson,3,40s,1050679,Rhett Reese,Action,15,163088,5.8,0
5070,Shameless,14067,Emmy Rossum,5,20s,3488357,Sheila Callaghan,Comedy,3,159861,8.7,1
5071,Maleficent,12005,Angelina Jolie,4,30s,898462,Linda Woolverton,Action,15,295272,7.0,0
5072,Warm Bodies,375205,Nicholas Hoult,5,20s,3687095,Isaac Marion,Comedy,3,205201,6.9,0
5073,Insidious,885211,Patrick Wilson,4,30s,1358770,Leigh Whannell,Horror,18,245249,6.8,0
5074,Johnny English Reborn,12563,Rowan Atkinson,2,50s,212373,William Davies,Action,15,104426,6.3,0
5075,Project X,3244519,Thomas Mann,5,20s,238976,Matt Drake,Comedy,3,174221,6.7,0
5076,In Time,17529,Justin Timberlake,5,20s,613719,Andrew Niccol,Action,15,339304,6.7,0
5077,Ted,12705,Mark Wahlberg,3,40s,497248,Seth MacFarlane,Comedy,3,526657,6.9,0
5078,The Man from U.N.C.L.E.,158251,Henry Cavill,4,30s,17399,Guy Ritchie,Action,15,232692,7.3,1
5079,The Dictator,65124,Sacha Baron Cohen,3,40s,65124,Sacha Baron Cohen,Comedy,3,244294,6.4,0
5080,How to Train Your Dragon 2,70506,Jay Baruchel,4,30s,195946,Dean DeBlois,Action,15,261454,7.8,1
5081,Wrath of the Titans,898888,Sam Worthington,4,30s,2683597,Dan Mazeau,Action,15,168826,5.7,0
5082,Lo imposible,873249,Naomi Watts,3,40s,1235914,Sergio G. SÃ¡nchez,Drama,1,171965,7.6,1
5083,Super 8,1293824,Elle Fanning,6,teenager,16374,J.J. Abrams,Mystery,8,315299,7.0,0
5084,Kick-Ass 2,1296363,Aaron Taylor-Johnson,5,20s,866939,Jeff Wadlow,Action,15,232067,6.6,0
5085,The Age of Adaline,496921,Blake Lively,5,20s,320336,J. Mills Goodloe,Drama,1,132655,7.2,0
5086,The Artist,247957,Jean Dujardin,4,30s,370914,Michel Hazanavicius,Comedy,3,213224,7.9,1
5087,The Perks of Being a Wallflower,495357,Logan Lerman,6,teenager,156935,Stephen Chbosky,Drama,1,412302,8.0,1
5088,Cinderella,4018422,Lily James,5,20s,886453,Chris Weitz,Drama,1,135869,6.9,0
5089,The Revenant,12601,Leonardo DiCaprio,3,40s,1988236,Mark L. Smith,Action,15,585773,8.0,1
5090,Pacific Rim,254181,Idris Elba,3,40s,2113319,Travis Beacham,Action,15,434802,6.9,0
5091,Ice Age: Continental Drift,17416,Ray Romano,2,50s,88846,Michael Berg,Adventure,10,169059,6.6,0
5092,Now You See Me,257728,Jesse Eisenberg,5,20s,18865,Ed Solomon,Crime,14,537135,7.3,1
5093,Contraband,12705,Mark Wahlberg,3,40s,3324558,Aaron Guzikowski,Action,15,109935,6.5,0
5094,Melancholia,12842,Kirsten Dunst,5,20s,13418,Lars von Trier,Drama,1,148788,7.1,0
5095,Exodus: Gods and Kings,12751,Christian Bale,4,30s,188029,Adam Cooper,Action,15,147765,6.0,0
5096,Elysium,12817,Matt Damon,3,40s,92897,Neill Blomkamp,Action,15,385958,6.6,0
5097,Captain Phillips,12621,Tom Hanks,2,50s,692610,Billy Ray,Biography,17,377197,7.8,1
5098,The Mortal Instruments: City of Bones,2907461,Lily Collins,5,20s,669915,Jessica Postigo,Action,15,119431,5.9,0
5099,127 Hours,270910,James Franco,4,30s,11569,Danny Boyle,Adventure,10,315801,7.6,1
5100,Premium Rush,327791,Joseph Gordon-Levitt,4,30s,447720,David Koepp,Action,15,103954,6.5,0
5101,The Last Stand,12679,Arnold Schwarzenegger,1,+60s,3610724,Andrew Knauer,Action,15,124657,6.4,0
5102,Agents of S.H.I.E.L.D.,170311,Clark Gregg,2,50s,1485800,Maurissa Tancharoen,Action,15,177174,7.5,1
5103,Need for Speed,644822,Aaron Paul,4,30s,1247240,George Gatins,Action,15,152128,6.5,0
5104,Orange Is the New Black,2343106,Taylor Schilling,5,20s,447985,Jenji Kohan,Comedy,3,247059,8.1,1
5105,Spectre,187404,Daniel Craig,3,40s,493671,John Logan,Action,15,342144,6.8,0
5106,Brooklyn,1663711,Saoirse Ronan,5,20s,384318,Nick Hornby,Drama,1,112129,7.5,1
5107,Mission: Impossible - Rogue Nation,12592,Tom Cruise,2,50s,20390,Christopher McQuarrie,Action,15,298407,7.4,1
5108,Focus,12689,Will Smith,3,40s,254894,Glenn Ficarra,Comedy,3,185966,6.6,0
5109,The Other Woman,12602,Cameron Diaz,3,40s,2626402,Melissa Stack,Comedy,3,119736,6.0,0
5110,Before Midnight,12623,Ethan Hawke,3,40s,12963,Richard Linklater,Drama,1,118620,7.9,1
5111,Transcendence,12599,Johnny Depp,2,50s,1596182,Jack Paglen,Drama,1,200044,6.3,0
5112,Side Effects,2029120,Rooney Mara,5,20s,2108276,Scott Z. Burns,Crime,14,165377,7.1,0
5113,X-Men: Days of Future Past,12376,Patrick Stewart,1,+60s,1487692,Simon Kinberg,Action,15,600436,8.0,1
5114,Spotlight,727417,Mark Ruffalo,3,40s,1907756,Josh Singer,Crime,14,344055,8.1,1
5115,Serbuan maut,3254496,Iko Uwais,5,20s,2235624,Gareth Evans,Action,15,171255,7.6,1
5116,The Spectacular Now,2008256,Miles Teller,5,20s,2414355,Scott Neustadter,Comedy,3,129665,7.1,0
5117,We're the Millers,803281,Jason Sudeikis,4,30s,1616504,Bob Fisher,Comedy,3,362126,7.0,0
5118,Shame,1262061,Michael Fassbender,4,30s,2613317,Steve McQueen,Drama,1,167688,7.2,0
5119,The Way Way Back,148692,Steve Carell,2,50s,265653,Nat Faxon,Comedy,3,130343,7.4,1
5120,Bohemian Rhapsody,1903530,Rami Malek,4,30s,538426,Anthony McCarten,Biography,17,133358,8.4,1
5121,Ender's Game,12611,Harrison Ford,1,+60s,18757,Gavin Hood,Action,15,206887,6.6,0
5122,Snow White and the Huntsman,797792,Kristen Stewart,5,20s,2529890,Evan Daugherty,Action,15,254045,6.1,0
5123,Moonrise Kingdom,4261990,Jared Gilman,6,teenager,44681,Wes Anderson,Adventure,10,283201,7.8,1
5124,Spartacus: Gods of the Arena,11918,John Hannah,3,40s,222762,Steven S. DeKnight,Action,15,111295,8.5,1
5125,This Is 40,706991,Paul Rudd,3,40s,49380,Judd Apatow,Comedy,3,116318,6.2,0
5126,Killing Them Softly,12556,Brad Pitt,3,40s,234304,Andrew Dominik,Crime,14,122364,6.2,0
5127,The Expendables 2,12693,Sylvester Stallone,1,+60s,880425,Richard Wenk,Action,15,272329,6.6,0
5128,The Twilight Saga: Breaking Dawn - Part 2,797792,Kristen Stewart,5,20s,713656,Melissa Rosenberg,Adventure,10,209094,5.5,0
5129,Intouchables,167256,FranÃ§ois Cluzet,2,50s,600646,Olivier Nakache,Biography,17,644545,8.5,1
5130,Ready Player One,4293798,Tye Sheridan,5,20s,649675,Zak Penn,Action,15,244545,7.6,1
5131,Despicable Me 2,148692,Steve Carell,2,50s,644870,Cinco Paul,Adventure,10,333526,7.4,1
5132,Carnage,12612,Jodie Foster,3,40s,676103,Yasmina Reza,Comedy,3,109054,7.2,0
5133,Sausage Party,691617,Seth Rogen,4,30s,3683457,Kyle Hunter,Adventure,10,152832,6.2,0
5134,Chronicle,2827669,Dane DeHaan,5,20s,468045,Max Landis,Drama,1,225530,7.1,0
5135,Snowpiercer,267611,Chris Evans,4,30s,108965,Joon-ho Bong,Action,15,227429,7.1,0
5136,Les MisÃ©rables,410842,Hugh Jackman,3,40s,610493,William Nicholson,Drama,1,278273,7.6,1
5137,Wreck-It Ralph,13067,John C. Reilly,3,40s,577767,Rich Moore,Adventure,10,323305,7.7,1
5138,Pirates of the Caribbean: Dead Men Tell No Tales,12599,Johnny Depp,2,50s,588005,Jeff Nathanson,Action,15,212697,6.6,0
5139,The Maze Runner,3641210,Dylan O'Brien,5,20s,3738620,Noah Oppenheim,Action,15,375671,6.8,0
5140,Zero Dark Thirty,1705859,Jessica Chastain,4,30s,1803111,Mark Boal,Drama,1,244186,7.4,1
5141,The Campaign,13604,Will Ferrell,3,40s,364961,Chris Henchy,Comedy,3,116736,6.1,0
5142,13 Reasons Why,2021732,Dylan Minnette,5,20s,4150998,Jay Asher,Drama,1,195876,8.1,1
5143,Revenge,13119,Madeleine Stowe,2,50s,436511,Mike Kelley,Drama,1,105849,7.9,1
5144,Person of Interest,11633,Jim Caviezel,3,40s,618724,Jonathan Nolan,Action,15,149781,8.4,1
5145,Divergent,901830,Shailene Woodley,5,20s,2529890,Evan Daugherty,Action,15,390245,6.7,0
5146,Once Upon a Time,322654,Ginnifer Goodwin,4,30s,384589,Adam Horowitz,Adventure,10,195409,7.8,1
5147,Captain America: The Winter Soldier,267611,Chris Evans,4,30s,1497337,Christopher Markus,Action,15,624206,7.8,1
5148,American Horror Story,2989487,Lady Gaga,5,20s,969496,Brad Falchuk,Drama,1,241238,8.1,1
5149,Django Unchained,16974,Jamie Foxx,3,40s,12696,Quentin Tarantino,Drama,1,1165508,8.4,1
5150,End of Watch,351402,Jake Gyllenhaal,4,30s,55585,David Ayer,Action,15,206882,7.6,1
5151,Resident Evil: Retribution,12633,Milla Jovovich,4,30s,44405,Paul W.S. Anderson,Action,15,122455,5.4,0
5152,House of Cards,12691,Kevin Spacey,2,50s,249386,Laura Eason,Drama,1,415610,8.9,1
5153,Blade Runner 2049,12611,Harrison Ford,1,+60s,263170,Hampton Fancher,Drama,1,346412,8.0,1
5154,Deepwater Horizon,12705,Mark Wahlberg,3,40s,2099760,Matthew Michael Carnahan,Action,15,126971,7.1,0
5155,Safety Not Guaranteed,2282804,Aubrey Plaza,5,20s,2172961,Derek Connolly,Comedy,3,110282,7.0,0
5156,The Amazing Spider-Man 2,2058216,Andrew Garfield,4,30s,470242,Alex Kurtzman,Action,15,376128,6.6,0
5157,The Judge,12838,Robert Downey Jr.,3,40s,1017866,Nick Schenk,Crime,14,158810,7.4,1
5158,Parker,17494,Jason Statham,3,40s,555918,John J. McLaughlin,Action,15,103030,6.2,0
5159,Furious 6,16911,Vin Diesel,3,40s,582023,Chris Morgan,Action,15,339456,7.1,0
5160,Flight,12706,Denzel Washington,2,50s,312218,John Gatins,Drama,1,295604,7.3,1
5161,The Call,11536,Halle Berry,3,40s,24617,Richard D'Ovidio,Crime,14,101417,6.7,0
5162,Magic Mike,1621441,Channing Tatum,4,30s,1860766,Reid Carolin,Comedy,3,121303,6.1,0
5163,Sinister,12623,Ethan Hawke,3,40s,227994,Scott Derrickson,Horror,18,192120,6.8,0
5164,Trance,527448,James McAvoy,4,30s,22928,Joe Ahearne,Crime,14,103191,6.9,0
5165,Let's Be Cops,2253840,Jake Johnson,4,30s,314770,Luke Greenfield,Comedy,3,119615,6.5,0
5166,Seven Psychopaths,268626,Colin Farrell,4,30s,1848661,Martin McDonagh,Comedy,3,217575,7.2,0
5167,Homeland,12595,Claire Danes,4,30s,302960,Alex Gansa,Crime,14,271463,8.3,1
5168,Southpaw,351402,Jake Gyllenhaal,4,30s,1355618,Kurt Sutter,Drama,1,193182,7.4,1
5169,Her,12222,Joaquin Phoenix,4,30s,17106,Spike Jonze,Drama,1,446495,8.0,1
5170,American Hustle,12751,Christian Bale,4,30s,2597739,Eric Warren Singer,Crime,14,407900,7.3,1
5171,Unbroken,2039754,Jack O'Connell,5,20s,11658,Joel Coen,Biography,17,126483,7.2,0
5172,After Earth,1682805,Jaden Smith,6,teenager,1863964,Gary Whitta,Action,15,177746,4.8,0
5173,The Place Beyond the Pines,324317,Ryan Gosling,4,30s,157273,Derek Cianfrance,Crime,14,220527,7.3,1
5174,Nebraska,11740,Bruce Dern,1,+60s,1663788,Bob Nelson,Adventure,10,103279,7.7,1
5175,RED 2,12709,Bruce Willis,2,50s,386567,Jon Hoeber,Action,15,144847,6.6,0
5176,Chappie,1793444,Sharlto Copley,3,40s,92897,Neill Blomkamp,Action,15,208257,6.8,0
5177,Black Panther,1718482,Chadwick Boseman,3,40s,3317806,Ryan Coogler,Action,15,419279,7.4,1
5178,New Girl,223910,Zooey Deschanel,4,30s,2158857,Elizabeth Meriwether,Comedy,3,166276,7.7,1
5179,Jodaeiye Nader az Simin,1946566,Payman Maadi,3,40s,1574989,Asghar Farhadi,Crime,14,188262,8.3,1
5180,Mud,12653,Matthew McConaughey,3,40s,2232497,Jeff Nichols,Drama,1,153432,7.4,1
5181,Miss Peregrine's Home for Peculiar Children,1383840,Eva Green,4,30s,2279840,Ransom Riggs,Adventure,10,134590,6.7,0
5182,Steve Jobs,1262061,Michael Fassbender,4,30s,779305,Aaron Sorkin,Biography,17,134435,7.2,0
5183,Neighbors,691617,Seth Rogen,4,30s,1337575,Andrew Jay Cohen,Comedy,3,258503,6.3,0
5184,War Dogs,1832376,Jonah Hill,4,30s,169076,Stephen Chin,Comedy,3,145704,7.1,0
5185,Guardians of the Galaxy,666394,Chris Pratt,4,30s,339990,James Gunn,Action,15,889612,8.1,1
5186,Mama,1705859,Jessica Chastain,4,30s,593321,Andy Muschietti,Horror,18,155438,6.2,0
